"epiweek";"epiyear";"fx_etaria";"Median";"LS";"LI";"LSb";"LIb";"media.movel";"casos.notificados";"DS_UF_SIGLA";"tendencia_3_semanas";"tendencia_6_semanas";"SG_UF_NOT";"CO_MUN_NOT"
39;2022;"0-12";NA;NA;NA;NA;NA;10;13;"AC";0;0,5;12;120040
40;2022;"0-12";NA;NA;NA;NA;NA;11;8;"AC";0;0,5;12;120040
41;2022;"0-12";NA;NA;NA;NA;NA;10;13;"AC";0;0,5;12;120040
42;2022;"0-12";NA;NA;NA;NA;NA;10;8;"AC";0;0,5;12;120040
43;2022;"0-12";NA;NA;NA;NA;NA;6;8;"AC";0;0,5;12;120040
44;2022;"0-12";NA;NA;NA;NA;NA;8;3;"AC";0;0,5;12;120040
45;2022;"0-12";NA;NA;NA;NA;NA;6;13;"AC";0;0,5;12;120040
46;2022;"0-12";NA;NA;NA;NA;NA;7;3;"AC";0;0,5;12;120040
47;2022;"0-12";NA;NA;NA;NA;NA;5;6;"AC";0;0,5;12;120040
48;2022;"0-12";NA;NA;NA;NA;NA;6;7;"AC";0;0,5;12;120040
49;2022;"0-12";NA;NA;NA;NA;NA;6;4;"AC";0;0,5;12;120040
50;2022;"0-12";NA;NA;NA;NA;NA;7;8;"AC";0;0,5;12;120040
51;2022;"0-12";NA;NA;NA;NA;NA;9;9;"AC";0;0,5;12;120040
52;2022;"0-12";NA;NA;NA;NA;NA;9;11;"AC";0;0,5;12;120040
1;2023;"0-12";NA;NA;NA;NA;NA;13;8;"AC";0;0,5;12;120040
2;2023;"0-12";NA;NA;NA;NA;NA;15;21;"AC";0;0,5;12;120040
3;2023;"0-12";NA;NA;NA;NA;NA;14;15;"AC";0;0,5;12;120040
4;2023;"0-12";NA;NA;NA;NA;NA;10;6;"AC";0;0,5;12;120040
5;2023;"0-12";NA;NA;NA;NA;NA;8;10;"AC";0;0,5;12;120040
6;2023;"0-12";NA;NA;NA;NA;NA;8;9;"AC";0;0,5;12;120040
7;2023;"0-12";NA;NA;NA;NA;NA;8;6;"AC";0;0,5;12;120040
8;2023;"0-12";NA;NA;NA;NA;NA;7;8;"AC";0;0,5;12;120040
9;2023;"0-12";NA;NA;NA;NA;NA;7;6;"AC";0;0,5;12;120040
10;2023;"0-12";NA;NA;NA;NA;NA;6;8;"AC";0;0,5;12;120040
11;2023;"0-12";NA;NA;NA;NA;NA;6;4;"AC";0;0,5;12;120040
12;2023;"0-12";NA;NA;NA;NA;NA;7;6;"AC";0;0,5;12;120040
13;2023;"0-12";NA;NA;NA;NA;NA;8;10;"AC";0;0,5;12;120040
14;2023;"0-12";NA;NA;NA;NA;NA;10;8;"AC";0;0,5;12;120040
15;2023;"0-12";NA;NA;NA;NA;NA;10;11;"AC";0;0,5;12;120040
16;2023;"0-12";NA;NA;NA;NA;NA;10;10;"AC";0;0,5;12;120040
17;2023;"0-12";NA;NA;NA;NA;NA;11;8;"AC";0;0,5;12;120040
18;2023;"0-12";NA;NA;NA;NA;NA;13;14;"AC";0;0,5;12;120040
19;2023;"0-12";NA;NA;NA;NA;NA;20;17;"AC";0;0,5;12;120040
20;2023;"0-12";NA;NA;NA;NA;NA;24;28;"AC";0;0,5;12;120040
21;2023;"0-12";NA;NA;NA;NA;NA;25;27;"AC";0;0,5;12;120040
22;2023;"0-12";NA;NA;NA;NA;NA;24;20;"AC";0;0,5;12;120040
23;2023;"0-12";NA;NA;NA;NA;NA;25;26;"AC";0;0,5;12;120040
24;2023;"0-12";NA;NA;NA;NA;NA;28;28;"AC";0;0,5;12;120040
25;2023;"0-12";NA;NA;NA;NA;NA;30;29;"AC";0;0,5;12;120040
26;2023;"0-12";NA;NA;NA;NA;NA;31;33;"AC";0;0,5;12;120040
27;2023;"0-12";NA;NA;NA;NA;NA;26;30;"AC";0;0,5;12;120040
28;2023;"0-12";NA;NA;NA;NA;NA;20;15;"AC";0;0,5;12;120040
29;2023;"0-12";NA;NA;NA;NA;NA;18;16;"AC";0;0,5;12;120040
30;2023;"0-12";NA;NA;NA;NA;NA;19;24;"AC";0;0,5;12;120040
31;2023;"0-12";NA;NA;NA;NA;NA;20;18;"AC";0;0,5;12;120040
32;2023;"0-12";NA;NA;NA;NA;NA;16;18;"AC";0;0,5;12;120040
33;2023;"0-12";NA;NA;NA;NA;NA;14;13;"AC";0;0,5;12;120040
34;2023;"0-12";NA;NA;NA;NA;NA;10;11;"AC";0;0,5;12;120040
35;2023;"0-12";NA;NA;NA;NA;NA;9;6;"AC";0;0,5;12;120040
36;2023;"0-12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
37;2023;"0-12";NA;NA;NA;NA;NA;11;15;"AC";0;0,5;12;120040
38;2023;"0-12";NA;NA;NA;NA;NA;10;8;"AC";0;0,5;12;120040
39;2023;"0-12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
40;2023;"0-12";NA;NA;NA;NA;NA;12;10;"AC";0;0,5;12;120040
41;2023;"0-12";NA;NA;NA;NA;NA;14;19;"AC";0;0,5;12;120040
42;2023;"0-12";NA;NA;NA;NA;NA;14;13;"AC";0;0,5;12;120040
43;2023;"0-12";NA;NA;NA;NA;NA;9;9;"AC";0;0,5;12;120040
44;2023;"0-12";NA;NA;NA;NA;NA;7;6;"AC";0;0,5;12;120040
45;2023;"0-12";NA;NA;NA;NA;NA;6;5;"AC";0;0,5;12;120040
46;2023;"0-12";NA;NA;NA;NA;NA;4;6;"AC";0;0,5;12;120040
47;2023;"0-12";NA;NA;NA;NA;NA;4;2;"AC";0;0,5;12;120040
48;2023;"0-12";NA;NA;NA;NA;NA;6;5;"AC";0;0,5;12;120040
49;2023;"0-12";NA;NA;NA;NA;NA;6;10;"AC";0;0,5;12;120040
50;2023;"0-12";NA;NA;NA;NA;NA;5;2;"AC";0;0,5;12;120040
51;2023;"0-12";NA;NA;NA;NA;NA;2;2;"AC";0;0,5;12;120040
52;2023;"0-12";NA;NA;NA;NA;NA;4;3;"AC";0;0,5;12;120040
1;2024;"0-12";NA;NA;NA;NA;NA;5;8;"AC";0;0,5;12;120040
2;2024;"0-12";NA;NA;NA;NA;NA;6;4;"AC";0;0,5;12;120040
3;2024;"0-12";NA;NA;NA;NA;NA;4;6;"AC";0;0,5;12;120040
4;2024;"0-12";NA;NA;NA;NA;NA;6;3;"AC";0;0,5;12;120040
5;2024;"0-12";NA;NA;NA;NA;NA;8;10;"AC";0;0,5;12;120040
6;2024;"0-12";NA;NA;NA;NA;NA;9;11;"AC";0;0,5;12;120040
7;2024;"0-12";NA;NA;NA;NA;NA;6;5;"AC";0;0,5;12;120040
8;2024;"0-12";NA;NA;NA;NA;NA;5;1;"AC";0;0,5;12;120040
9;2024;"0-12";NA;NA;NA;NA;NA;5;9;"AC";0;0,5;12;120040
10;2024;"0-12";NA;NA;NA;NA;NA;8;5;"AC";0;0,5;12;120040
11;2024;"0-12";NA;NA;NA;NA;NA;11;10;"AC";0;0,5;12;120040
12;2024;"0-12";NA;NA;NA;NA;NA;14;17;"AC";0;0,5;12;120040
13;2024;"0-12";NA;NA;NA;NA;NA;13;14;"AC";0;0,5;12;120040
14;2024;"0-12";NA;NA;NA;NA;NA;11;8;"AC";0;0,5;12;120040
15;2024;"0-12";NA;NA;NA;NA;NA;11;10;"AC";0;0,5;12;120040
16;2024;"0-12";NA;NA;NA;NA;NA;13;16;"AC";0;0,5;12;120040
17;2024;"0-12";NA;NA;NA;NA;NA;13;12;"AC";0;0,5;12;120040
18;2024;"0-12";NA;NA;NA;NA;NA;12;10;"AC";0;0,5;12;120040
19;2024;"0-12";NA;NA;NA;NA;NA;13;13;"AC";0;0,5;12;120040
20;2024;"0-12";NA;NA;NA;NA;NA;15;16;"AC";0;0,5;12;120040
21;2024;"0-12";NA;NA;NA;NA;NA;17;15;"AC";0;0,5;12;120040
22;2024;"0-12";NA;NA;NA;NA;NA;16;21;"AC";0;0,5;12;120040
23;2024;"0-12";NA;NA;NA;NA;NA;18;11;"AC";0;0,5;12;120040
24;2024;"0-12";NA;NA;NA;NA;NA;18;22;"AC";0;0,5;12;120040
25;2024;"0-12";NA;NA;NA;NA;NA;20;21;"AC";0;0,5;12;120040
26;2024;"0-12";NA;NA;NA;NA;NA;22;17;"AC";0;0,5;12;120040
27;2024;"0-12";NA;NA;NA;NA;NA;24;29;"AC";0;0,5;12;120040
28;2024;"0-12";NA;NA;NA;NA;NA;25;27;"AC";0;0,5;12;120040
29;2024;"0-12";NA;NA;NA;NA;NA;19;18;"AC";0;0,5;12;120040
30;2024;"0-12";NA;NA;NA;NA;NA;14;12;"AC";0;0,5;12;120040
31;2024;"0-12";NA;NA;NA;NA;NA;12;13;"AC";0;0,5;12;120040
32;2024;"0-12";NA;NA;NA;NA;NA;9;10;"AC";0;0,5;12;120040
33;2024;"0-12";NA;NA;NA;NA;NA;9;5;"AC";0;0,5;12;120040
34;2024;"0-12";NA;NA;NA;NA;NA;6;11;"AC";0;0,5;12;120040
35;2024;"0-12";NA;NA;NA;NA;NA;6;1;"AC";0;0,5;12;120040
36;2024;"0-12";NA;NA;NA;NA;NA;4;5;"AC";0;0,5;12;120040
37;2024;"0-12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
38;2024;"0-12";NA;NA;NA;NA;NA;8;13;"AC";0;0,5;12;120040
39;2024;"0-12";NA;NA;NA;NA;NA;9;4;"AC";0;0,5;12;120040
40;2024;"0-12";NA;NA;NA;NA;NA;7;11;"AC";0;0,5;12;120040
41;2024;"0-12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
42;2024;"0-12";NA;NA;NA;NA;NA;6;7;"AC";0;0,5;12;120040
43;2024;"0-12";NA;NA;NA;NA;NA;8;5;"AC";0;0,5;12;120040
44;2024;"0-12";NA;NA;NA;NA;NA;7;11;"AC";0;0,5;12;120040
45;2024;"0-12";NA;NA;NA;NA;NA;7;5;"AC";0;0,5;12;120040
46;2024;"0-12";NA;NA;NA;NA;NA;6;5;"AC";0;0,5;12;120040
47;2024;"0-12";NA;NA;NA;NA;NA;8;8;"AC";0;0,5;12;120040
48;2024;"0-12";NA;NA;NA;NA;NA;11;12;"AC";0;0,5;12;120040
49;2024;"0-12";NA;NA;NA;NA;NA;13;13;"AC";0;0,5;12;120040
50;2024;"0-12";NA;NA;NA;NA;NA;12;13;"AC";0;0,5;12;120040
51;2024;"0-12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
52;2024;"0-12";NA;NA;NA;NA;NA;10;8;"AC";0;0,5;12;120040
1;2025;"0-12";NA;NA;NA;NA;NA;9;12;"AC";0;0,5;12;120040
2;2025;"0-12";NA;NA;NA;NA;NA;9;8;"AC";0;0,5;12;120040
3;2025;"0-12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
4;2025;"0-12";NA;NA;NA;NA;NA;8;10;"AC";0;0,5;12;120040
5;2025;"0-12";NA;NA;NA;NA;NA;7;7;"AC";0;0,5;12;120040
6;2025;"0-12";NA;NA;NA;NA;NA;8;5;"AC";0;0,5;12;120040
7;2025;"0-12";NA;NA;NA;NA;NA;8;13;"AC";0;0,5;12;120040
8;2025;"0-12";NA;NA;NA;NA;NA;9;6;"AC";0;0,5;12;120040
9;2025;"0-12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
10;2025;"0-12";NA;NA;NA;NA;NA;12;16;"AC";0;0,5;12;120040
11;2025;"0-12";NA;NA;NA;NA;NA;13;11;"AC";0;0,5;12;120040
12;2025;"0-12";NA;NA;NA;NA;NA;15;12;"AC";0;0,5;12;120040
13;2025;"0-12";NA;NA;NA;NA;NA;20;21;"AC";0;0,5;12;120040
14;2025;"0-12";NA;NA;NA;NA;NA;30;27;"AC";0;0,5;12;120040
15;2025;"0-12";NA;NA;NA;NA;NA;29;41;"AC";0;0,5;12;120040
16;2025;"0-12";NA;NA;NA;NA;NA;29;18;"AC";0;0,5;12;120040
17;2025;"0-12";NA;NA;NA;NA;NA;26;27;"AC";0;0,5;12;120040
18;2025;"0-12";NA;NA;NA;NA;NA;30;34;"AC";0;0,5;12;120040
19;2025;"0-12";NA;NA;NA;NA;NA;31;28;"AC";0;0,5;12;120040
20;2025;"0-12";NA;NA;NA;NA;NA;31;32;"AC";0;0,5;12;120040
21;2025;"0-12";NA;NA;NA;NA;NA;27;34;"AC";0;0,5;12;120040
22;2025;"0-12";NA;NA;NA;NA;NA;21;14;"AC";0;0,5;12;120040
23;2025;"0-12";NA;NA;NA;NA;NA;15;16;"AC";0;0,5;12;120040
24;2025;"0-12";NA;NA;NA;NA;NA;19;14;"AC";0;0,5;12;120040
25;2025;"0-12";NA;NA;NA;NA;NA;17;27;"AC";0;0,5;12;120040
26;2025;"0-12";NA;NA;NA;NA;NA;19;11;"AC";0;0,5;12;120040
27;2025;"0-12";NA;NA;NA;NA;NA;13;18;"AC";0;0,5;12;120040
28;2025;"0-12";NA;NA;NA;NA;NA;14;11;"AC";0;0,5;12;120040
29;2025;"0-12";NA;NA;NA;NA;NA;13;13;"AC";0;0,5;12;120040
30;2025;"0-12";NA;NA;NA;NA;NA;12;14;"AC";0;0,5;12;120040
31;2025;"0-12";NA;NA;NA;NA;NA;11;9;"AC";0;0,5;12;120040
32;2025;"0-12";NA;NA;NA;NA;NA;10;10;"AC";0;0,5;12;120040
33;2025;"0-12";NA;NA;NA;NA;NA;11;12;"AC";0;0,5;12;120040
34;2025;"0-12";NA;NA;NA;NA;NA;10;12;"AC";0;0,5;12;120040
35;2025;"0-12";NA;NA;NA;NA;NA;11;7;"AC";0;0,5;12;120040
36;2025;"0-12";NA;NA;NA;NA;NA;10;14;"AC";0;0,5;12;120040
37;2025;"0-12";NA;NA;NA;NA;NA;11;10;"AC";0;0,5;12;120040
38;2025;"0-12";NA;NA;NA;NA;NA;12;10;"AC";0;0,5;12;120040
39;2025;"0-12";NA;NA;NA;NA;NA;11;15;"AC";0;0,5;12;120040
40;2025;"0-12";NA;NA;NA;NA;NA;11;8;"AC";0;0,5;12;120040
41;2025;"0-12";NA;NA;NA;NA;NA;9;9;"AC";0;0,5;12;120040
42;2025;"0-12";NA;NA;NA;NA;NA;8;10;"AC";0;0,5;12;120040
43;2025;"0-12";NA;NA;NA;NA;NA;8;5;"AC";0;0,5;12;120040
44;2025;"0-12";NA;NA;NA;NA;NA;6;8;"AC";0;0,5;12;120040
45;2025;"0-12";NA;NA;NA;NA;NA;5;6;"AC";0;0,5;12;120040
46;2025;"0-12";NA;NA;NA;NA;NA;5;2;"AC";0;0,5;12;120040
47;2025;"0-12";NA;NA;NA;NA;NA;7;8;"AC";0;0,5;12;120040
48;2025;"0-12";NA;NA;NA;NA;NA;11;12;"AC";0;0,5;12;120040
49;2025;"0-12";NA;NA;NA;NA;NA;12;14;"AC";0;0,5;12;120040
50;2025;"0-12";NA;NA;NA;NA;NA;14;11;"AC";0;0,5;12;120040
51;2025;"0-12";NA;NA;NA;NA;NA;12;16;"AC";0;0,5;12;120040
52;2025;"0-12";NA;NA;NA;NA;NA;12;9;"AC";0;0,5;12;120040
53;2025;"0-12";NA;NA;NA;NA;NA;11;12;"AC";0;0,5;12;120040
1;2026;"0-12";NA;NA;NA;NA;NA;13;11;"AC";0;0,5;12;120040
2;2026;"0-12";NA;NA;NA;NA;NA;13;17;"AC";0;0,5;12;120040
3;2026;"0-12";NA;NA;NA;NA;NA;11;10;"AC";0;0,5;12;120040
4;2026;"0-12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
5;2026;"0-12";NA;NA;NA;NA;NA;7;6;"AC";0;0,5;12;120040
6;2026;"0-12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
7;2026;"0-12";NA;NA;NA;NA;NA;11;16;"AC";0;0,5;12;120040
8;2026;"0-12";NA;NA;NA;NA;NA;13;7;"AC";0;0,5;12;120040
9;2026;"0-12";16;17;16;16;16;12;16;"AC";0;0,5;12;120040
10;2026;"0-12";13;14;13;13;13;14;13;"AC";0;0,5;12;120040
11;2026;"0-12";13;15;13;14;13;12;13;"AC";0;0,5;12;120040
12;2026;"0-12";10;13;9;11;9;12;10;"AC";0;0,5;12;120040
13;2026;"0-12";14;23;8;16;11,75;NA;16;"AC";0;0,5;12;120040
1;2022;"0-12";NA;NA;NA;NA;NA;NA;11;"AL";0;1;27;270430
2;2022;"0-12";NA;NA;NA;NA;NA;7;2;"AL";0;1;27;270430
3;2022;"0-12";NA;NA;NA;NA;NA;7;8;"AL";0;1;27;270430
4;2022;"0-12";NA;NA;NA;NA;NA;9;10;"AL";0;1;27;270430
5;2022;"0-12";NA;NA;NA;NA;NA;9;8;"AL";0;1;27;270430
6;2022;"0-12";NA;NA;NA;NA;NA;8;9;"AL";0;1;27;270430
7;2022;"0-12";NA;NA;NA;NA;NA;9;7;"AL";0;1;27;270430
8;2022;"0-12";NA;NA;NA;NA;NA;12;11;"AL";0;1;27;270430
9;2022;"0-12";NA;NA;NA;NA;NA;15;17;"AL";0;1;27;270430
10;2022;"0-12";NA;NA;NA;NA;NA;18;18;"AL";0;1;27;270430
11;2022;"0-12";NA;NA;NA;NA;NA;17;19;"AL";0;1;27;270430
12;2022;"0-12";NA;NA;NA;NA;NA;15;15;"AL";0;1;27;270430
13;2022;"0-12";NA;NA;NA;NA;NA;14;11;"AL";0;1;27;270430
14;2022;"0-12";NA;NA;NA;NA;NA;16;16;"AL";0;1;27;270430
15;2022;"0-12";NA;NA;NA;NA;NA;20;22;"AL";0;1;27;270430
16;2022;"0-12";NA;NA;NA;NA;NA;23;22;"AL";0;1;27;270430
17;2022;"0-12";NA;NA;NA;NA;NA;21;26;"AL";0;1;27;270430
18;2022;"0-12";NA;NA;NA;NA;NA;24;16;"AL";0;1;27;270430
19;2022;"0-12";NA;NA;NA;NA;NA;21;29;"AL";0;1;27;270430
20;2022;"0-12";NA;NA;NA;NA;NA;24;19;"AL";0;1;27;270430
21;2022;"0-12";NA;NA;NA;NA;NA;21;24;"AL";0;1;27;270430
22;2022;"0-12";NA;NA;NA;NA;NA;19;21;"AL";0;1;27;270430
23;2022;"0-12";NA;NA;NA;NA;NA;18;13;"AL";0;1;27;270430
24;2022;"0-12";NA;NA;NA;NA;NA;16;19;"AL";0;1;27;270430
25;2022;"0-12";NA;NA;NA;NA;NA;17;17;"AL";0;1;27;270430
26;2022;"0-12";NA;NA;NA;NA;NA;14;16;"AL";0;1;27;270430
27;2022;"0-12";NA;NA;NA;NA;NA;11;9;"AL";0;1;27;270430
28;2022;"0-12";NA;NA;NA;NA;NA;11;8;"AL";0;1;27;270430
29;2022;"0-12";NA;NA;NA;NA;NA;11;17;"AL";0;1;27;270430
30;2022;"0-12";NA;NA;NA;NA;NA;13;9;"AL";0;1;27;270430
31;2022;"0-12";NA;NA;NA;NA;NA;12;14;"AL";0;1;27;270430
32;2022;"0-12";NA;NA;NA;NA;NA;13;13;"AL";0;1;27;270430
33;2022;"0-12";NA;NA;NA;NA;NA;9;11;"AL";0;1;27;270430
34;2022;"0-12";NA;NA;NA;NA;NA;6;4;"AL";0;1;27;270430
35;2022;"0-12";NA;NA;NA;NA;NA;3;4;"AL";0;1;27;270430
36;2022;"0-12";NA;NA;NA;NA;NA;4;2;"AL";0;1;27;270430
37;2022;"0-12";NA;NA;NA;NA;NA;3;5;"AL";0;1;27;270430
38;2022;"0-12";NA;NA;NA;NA;NA;5;3;"AL";0;1;27;270430
39;2022;"0-12";NA;NA;NA;NA;NA;6;8;"AL";0;1;27;270430
40;2022;"0-12";NA;NA;NA;NA;NA;7;6;"AL";0;1;27;270430
41;2022;"0-12";NA;NA;NA;NA;NA;6;6;"AL";0;1;27;270430
42;2022;"0-12";NA;NA;NA;NA;NA;6;6;"AL";0;1;27;270430
43;2022;"0-12";NA;NA;NA;NA;NA;6;7;"AL";0;1;27;270430
44;2022;"0-12";NA;NA;NA;NA;NA;6;6;"AL";0;1;27;270430
45;2022;"0-12";NA;NA;NA;NA;NA;6;4;"AL";0;1;27;270430
46;2022;"0-12";NA;NA;NA;NA;NA;6;7;"AL";0;1;27;270430
47;2022;"0-12";NA;NA;NA;NA;NA;7;7;"AL";0;1;27;270430
48;2022;"0-12";NA;NA;NA;NA;NA;7;7;"AL";0;1;27;270430
49;2022;"0-12";NA;NA;NA;NA;NA;6;6;"AL";0;1;27;270430
50;2022;"0-12";NA;NA;NA;NA;NA;5;6;"AL";0;1;27;270430
51;2022;"0-12";NA;NA;NA;NA;NA;4;4;"AL";0;1;27;270430
52;2022;"0-12";NA;NA;NA;NA;NA;3;3;"AL";0;1;27;270430
1;2023;"0-12";NA;NA;NA;NA;NA;3;3;"AL";0;1;27;270430
2;2023;"0-12";NA;NA;NA;NA;NA;2;2;"AL";0;1;27;270430
3;2023;"0-12";NA;NA;NA;NA;NA;3;2;"AL";0;1;27;270430
4;2023;"0-12";NA;NA;NA;NA;NA;5;4;"AL";0;1;27;270430
5;2023;"0-12";NA;NA;NA;NA;NA;6;8;"AL";0;1;27;270430
6;2023;"0-12";NA;NA;NA;NA;NA;8;6;"AL";0;1;27;270430
7;2023;"0-12";NA;NA;NA;NA;NA;8;9;"AL";0;1;27;270430
8;2023;"0-12";NA;NA;NA;NA;NA;6;8;"AL";0;1;27;270430
9;2023;"0-12";NA;NA;NA;NA;NA;6;2;"AL";0;1;27;270430
10;2023;"0-12";NA;NA;NA;NA;NA;5;9;"AL";0;1;27;270430
11;2023;"0-12";NA;NA;NA;NA;NA;7;4;"AL";0;1;27;270430
12;2023;"0-12";NA;NA;NA;NA;NA;5;7;"AL";0;1;27;270430
13;2023;"0-12";NA;NA;NA;NA;NA;7;3;"AL";0;1;27;270430
14;2023;"0-12";NA;NA;NA;NA;NA;9;12;"AL";0;1;27;270430
15;2023;"0-12";NA;NA;NA;NA;NA;11;12;"AL";0;1;27;270430
16;2023;"0-12";NA;NA;NA;NA;NA;10;10;"AL";0;1;27;270430
17;2023;"0-12";NA;NA;NA;NA;NA;12;9;"AL";0;1;27;270430
18;2023;"0-12";NA;NA;NA;NA;NA;16;18;"AL";0;1;27;270430
19;2023;"0-12";NA;NA;NA;NA;NA;23;20;"AL";0;1;27;270430
20;2023;"0-12";NA;NA;NA;NA;NA;23;32;"AL";0;1;27;270430
21;2023;"0-12";NA;NA;NA;NA;NA;23;17;"AL";0;1;27;270430
22;2023;"0-12";NA;NA;NA;NA;NA;18;21;"AL";0;1;27;270430
23;2023;"0-12";NA;NA;NA;NA;NA;14;15;"AL";0;1;27;270430
24;2023;"0-12";NA;NA;NA;NA;NA;8;6;"AL";0;1;27;270430
25;2023;"0-12";NA;NA;NA;NA;NA;5;4;"AL";0;1;27;270430
26;2023;"0-12";NA;NA;NA;NA;NA;4;5;"AL";0;1;27;270430
27;2023;"0-12";NA;NA;NA;NA;NA;5;2;"AL";0;1;27;270430
28;2023;"0-12";NA;NA;NA;NA;NA;5;9;"AL";0;1;27;270430
29;2023;"0-12";NA;NA;NA;NA;NA;8;5;"AL";0;1;27;270430
30;2023;"0-12";NA;NA;NA;NA;NA;6;9;"AL";0;1;27;270430
31;2023;"0-12";NA;NA;NA;NA;NA;5;3;"AL";0;1;27;270430
32;2023;"0-12";NA;NA;NA;NA;NA;4;3;"AL";0;1;27;270430
33;2023;"0-12";NA;NA;NA;NA;NA;5;5;"AL";0;1;27;270430
34;2023;"0-12";NA;NA;NA;NA;NA;9;8;"AL";0;1;27;270430
35;2023;"0-12";NA;NA;NA;NA;NA;9;13;"AL";0;1;27;270430
36;2023;"0-12";NA;NA;NA;NA;NA;8;7;"AL";0;1;27;270430
37;2023;"0-12";NA;NA;NA;NA;NA;7;3;"AL";0;1;27;270430
38;2023;"0-12";NA;NA;NA;NA;NA;8;10;"AL";0;1;27;270430
39;2023;"0-12";NA;NA;NA;NA;NA;9;10;"AL";0;1;27;270430
40;2023;"0-12";NA;NA;NA;NA;NA;8;6;"AL";0;1;27;270430
41;2023;"0-12";NA;NA;NA;NA;NA;6;7;"AL";0;1;27;270430
42;2023;"0-12";NA;NA;NA;NA;NA;8;6;"AL";0;1;27;270430
43;2023;"0-12";NA;NA;NA;NA;NA;8;10;"AL";0;1;27;270430
