"epiweek";"epiyear";"fx_etaria";"Median";"LS";"LI";"LSb";"LIb";"media.movel";"casos.notificados";"DS_UF_SIGLA";"tendencia_3_semanas";"tendencia_6_semanas";"SG_UF_NOT"
5;2023;"0-12";NA;NA;NA;NA;NA;11;11;"AC";0;0;12
6;2023;"0-12";NA;NA;NA;NA;NA;10;10;"AC";0;0;12
7;2023;"0-12";NA;NA;NA;NA;NA;12;9;"AC";0;0;12
8;2023;"0-12";NA;NA;NA;NA;NA;11;17;"AC";0;0;12
9;2023;"0-12";NA;NA;NA;NA;NA;12;8;"AC";0;0;12
10;2023;"0-12";NA;NA;NA;NA;NA;10;12;"AC";0;0;12
11;2023;"0-12";NA;NA;NA;NA;NA;9;9;"AC";0;0;12
12;2023;"0-12";NA;NA;NA;NA;NA;11;6;"AC";0;0;12
13;2023;"0-12";NA;NA;NA;NA;NA;11;17;"AC";0;0;12
14;2023;"0-12";NA;NA;NA;NA;NA;16;9;"AC";0;0;12
15;2023;"0-12";NA;NA;NA;NA;NA;16;22;"AC";0;0;12
16;2023;"0-12";NA;NA;NA;NA;NA;18;17;"AC";0;0;12
17;2023;"0-12";NA;NA;NA;NA;NA;17;14;"AC";0;0;12
18;2023;"0-12";NA;NA;NA;NA;NA;22;21;"AC";0;0;12
19;2023;"0-12";NA;NA;NA;NA;NA;32;30;"AC";0;0;12
20;2023;"0-12";NA;NA;NA;NA;NA;42;44;"AC";0;0;12
21;2023;"0-12";NA;NA;NA;NA;NA;41;53;"AC";0;0;12
22;2023;"0-12";NA;NA;NA;NA;NA;40;27;"AC";0;0;12
23;2023;"0-12";NA;NA;NA;NA;NA;39;40;"AC";0;0;12
24;2023;"0-12";NA;NA;NA;NA;NA;49;50;"AC";0;0;12
25;2023;"0-12";NA;NA;NA;NA;NA;55;56;"AC";0;0;12
26;2023;"0-12";NA;NA;NA;NA;NA;56;59;"AC";0;0;12
27;2023;"0-12";NA;NA;NA;NA;NA;50;52;"AC";0;0;12
28;2023;"0-12";NA;NA;NA;NA;NA;42;39;"AC";0;0;12
29;2023;"0-12";NA;NA;NA;NA;NA;40;36;"AC";0;0;12
30;2023;"0-12";NA;NA;NA;NA;NA;41;45;"AC";0;0;12
31;2023;"0-12";NA;NA;NA;NA;NA;39;42;"AC";0;0;12
32;2023;"0-12";NA;NA;NA;NA;NA;33;29;"AC";0;0;12
33;2023;"0-12";NA;NA;NA;NA;NA;25;27;"AC";0;0;12
34;2023;"0-12";NA;NA;NA;NA;NA;21;20;"AC";0;0;12
35;2023;"0-12";NA;NA;NA;NA;NA;18;16;"AC";0;0;12
36;2023;"0-12";NA;NA;NA;NA;NA;18;17;"AC";0;0;12
37;2023;"0-12";NA;NA;NA;NA;NA;18;21;"AC";0;0;12
38;2023;"0-12";NA;NA;NA;NA;NA;18;15;"AC";0;0;12
39;2023;"0-12";NA;NA;NA;NA;NA;19;18;"AC";0;0;12
40;2023;"0-12";NA;NA;NA;NA;NA;24;23;"AC";0;0;12
41;2023;"0-12";NA;NA;NA;NA;NA;25;31;"AC";0;0;12
42;2023;"0-12";NA;NA;NA;NA;NA;24;21;"AC";0;0;12
43;2023;"0-12";NA;NA;NA;NA;NA;19;21;"AC";0;0;12
44;2023;"0-12";NA;NA;NA;NA;NA;18;14;"AC";0;0;12
45;2023;"0-12";NA;NA;NA;NA;NA;16;18;"AC";0;0;12
46;2023;"0-12";NA;NA;NA;NA;NA;15;17;"AC";0;0;12
47;2023;"0-12";NA;NA;NA;NA;NA;14;10;"AC";0;0;12
48;2023;"0-12";NA;NA;NA;NA;NA;16;14;"AC";0;0;12
49;2023;"0-12";NA;NA;NA;NA;NA;17;24;"AC";0;0;12
50;2023;"0-12";NA;NA;NA;NA;NA;15;14;"AC";0;0;12
51;2023;"0-12";NA;NA;NA;NA;NA;9;7;"AC";0;0;12
52;2023;"0-12";NA;NA;NA;NA;NA;10;6;"AC";0;0;12
1;2024;"0-12";NA;NA;NA;NA;NA;10;16;"AC";0;0;12
2;2024;"0-12";NA;NA;NA;NA;NA;13;8;"AC";0;0;12
3;2024;"0-12";NA;NA;NA;NA;NA;12;14;"AC";0;0;12
4;2024;"0-12";NA;NA;NA;NA;NA;17;13;"AC";0;0;12
5;2024;"0-12";NA;NA;NA;NA;NA;18;23;"AC";0;0;12
6;2024;"0-12";NA;NA;NA;NA;NA;17;18;"AC";0;0;12
7;2024;"0-12";NA;NA;NA;NA;NA;11;9;"AC";0;0;12
8;2024;"0-12";NA;NA;NA;NA;NA;9;5;"AC";0;0;12
9;2024;"0-12";NA;NA;NA;NA;NA;11;13;"AC";0;0;12
10;2024;"0-12";NA;NA;NA;NA;NA;16;14;"AC";0;0;12
11;2024;"0-12";NA;NA;NA;NA;NA;22;21;"AC";0;0;12
12;2024;"0-12";NA;NA;NA;NA;NA;28;30;"AC";0;0;12
13;2024;"0-12";NA;NA;NA;NA;NA;29;32;"AC";0;0;12
14;2024;"0-12";NA;NA;NA;NA;NA;26;25;"AC";0;0;12
15;2024;"0-12";NA;NA;NA;NA;NA;23;21;"AC";0;0;12
16;2024;"0-12";NA;NA;NA;NA;NA;24;24;"AC";0;0;12
17;2024;"0-12";NA;NA;NA;NA;NA;27;28;"AC";0;0;12
18;2024;"0-12";NA;NA;NA;NA;NA;29;30;"AC";0;0;12
19;2024;"0-12";NA;NA;NA;NA;NA;34;29;"AC";0;0;12
20;2024;"0-12";NA;NA;NA;NA;NA;36;42;"AC";0;0;12
21;2024;"0-12";NA;NA;NA;NA;NA;43;37;"AC";0;0;12
22;2024;"0-12";NA;NA;NA;NA;NA;42;51;"AC";0;0;12
23;2024;"0-12";NA;NA;NA;NA;NA;47;37;"AC";0;0;12
24;2024;"0-12";NA;NA;NA;NA;NA;45;52;"AC";0;0;12
25;2024;"0-12";NA;NA;NA;NA;NA;45;46;"AC";0;0;12
26;2024;"0-12";NA;NA;NA;NA;NA;45;38;"AC";0;0;12
27;2024;"0-12";NA;NA;NA;NA;NA;47;51;"AC";0;0;12
28;2024;"0-12";NA;NA;NA;NA;NA;47;53;"AC";0;0;12
29;2024;"0-12";NA;NA;NA;NA;NA;40;38;"AC";0;0;12
30;2024;"0-12";NA;NA;NA;NA;NA;32;29;"AC";0;0;12
31;2024;"0-12";NA;NA;NA;NA;NA;29;28;"AC";0;0;12
32;2024;"0-12";NA;NA;NA;NA;NA;22;29;"AC";0;0;12
33;2024;"0-12";NA;NA;NA;NA;NA;20;10;"AC";0;0;12
34;2024;"0-12";NA;NA;NA;NA;NA;13;20;"AC";0;0;12
35;2024;"0-12";NA;NA;NA;NA;NA;20;10;"AC";0;0;12
36;2024;"0-12";NA;NA;NA;NA;NA;19;31;"AC";0;0;12
37;2024;"0-12";NA;NA;NA;NA;NA;23;16;"AC";0;0;12
38;2024;"0-12";NA;NA;NA;NA;NA;16;23;"AC";0;0;12
39;2024;"0-12";NA;NA;NA;NA;NA;15;8;"AC";0;0;12
40;2024;"0-12";NA;NA;NA;NA;NA;13;13;"AC";0;0;12
41;2024;"0-12";NA;NA;NA;NA;NA;14;17;"AC";0;0;12
42;2024;"0-12";NA;NA;NA;NA;NA;14;13;"AC";0;0;12
43;2024;"0-12";NA;NA;NA;NA;NA;14;13;"AC";0;0;12
44;2024;"0-12";NA;NA;NA;NA;NA;14;17;"AC";0;0;12
45;2024;"0-12";NA;NA;NA;NA;NA;13;13;"AC";0;0;12
46;2024;"0-12";NA;NA;NA;NA;NA;10;8;"AC";0;0;12
47;2024;"0-12";NA;NA;NA;NA;NA;10;10;"AC";0;0;12
48;2024;"0-12";NA;NA;NA;NA;NA;14;13;"AC";0;0;12
49;2024;"0-12";NA;NA;NA;NA;NA;19;19;"AC";0;0;12
50;2024;"0-12";NA;NA;NA;NA;NA;21;25;"AC";0;0;12
51;2024;"0-12";NA;NA;NA;NA;NA;20;20;"AC";0;0;12
52;2024;"0-12";NA;NA;NA;NA;NA;17;14;"AC";0;0;12
1;2025;"0-12";NA;NA;NA;NA;NA;15;17;"AC";0;0;12
2;2025;"0-12";NA;NA;NA;NA;NA;14;13;"AC";0;0;12
3;2025;"0-12";NA;NA;NA;NA;NA;12;11;"AC";0;0;12
4;2025;"0-12";NA;NA;NA;NA;NA;13;12;"AC";0;0;12
5;2025;"0-12";NA;NA;NA;NA;NA;14;16;"AC";0;0;12
6;2025;"0-12";NA;NA;NA;NA;NA;17;13;"AC";0;0;12
7;2025;"0-12";NA;NA;NA;NA;NA;14;21;"AC";0;0;12
8;2025;"0-12";NA;NA;NA;NA;NA;14;9;"AC";0;0;12
9;2025;"0-12";NA;NA;NA;NA;NA;15;12;"AC";0;0;12
10;2025;"0-12";NA;NA;NA;NA;NA;19;23;"AC";0;0;12
11;2025;"0-12";NA;NA;NA;NA;NA;22;23;"AC";0;0;12
12;2025;"0-12";NA;NA;NA;NA;NA;26;21;"AC";0;0;12
13;2025;"0-12";NA;NA;NA;NA;NA;29;33;"AC";0;0;12
14;2025;"0-12";NA;NA;NA;NA;NA;38;34;"AC";0;0;12
15;2025;"0-12";NA;NA;NA;NA;NA;36;46;"AC";0;0;12
16;2025;"0-12";NA;NA;NA;NA;NA;38;29;"AC";0;0;12
17;2025;"0-12";NA;NA;NA;NA;NA;40;38;"AC";0;0;12
18;2025;"0-12";NA;NA;NA;NA;NA;43;54;"AC";0;0;12
19;2025;"0-12";NA;NA;NA;NA;NA;45;36;"AC";0;0;12
20;2025;"0-12";NA;NA;NA;NA;NA;44;45;"AC";0;0;12
21;2025;"0-12";NA;NA;NA;NA;NA;43;51;"AC";0;0;12
22;2025;"0-12";NA;NA;NA;NA;NA;40;32;"AC";0;0;12
23;2025;"0-12";NA;NA;NA;NA;NA;32;37;"AC";0;0;12
24;2025;"0-12";NA;NA;NA;NA;NA;36;27;"AC";0;0;12
25;2025;"0-12";NA;NA;NA;NA;NA;31;44;"AC";0;0;12
26;2025;"0-12";NA;NA;NA;NA;NA;34;23;"AC";0;0;12
27;2025;"0-12";NA;NA;NA;NA;NA;30;36;"AC";0;0;12
28;2025;"0-12";NA;NA;NA;NA;NA;32;32;"AC";0;0;12
29;2025;"0-12";NA;NA;NA;NA;NA;28;27;"AC";0;0;12
30;2025;"0-12";NA;NA;NA;NA;NA;23;24;"AC";0;0;12
31;2025;"0-12";NA;NA;NA;NA;NA;21;18;"AC";0;0;12
32;2025;"0-12";NA;NA;NA;NA;NA;20;22;"AC";0;0;12
33;2025;"0-12";NA;NA;NA;NA;NA;19;19;"AC";0;0;12
34;2025;"0-12";NA;NA;NA;NA;NA;17;16;"AC";0;0;12
35;2025;"0-12";NA;NA;NA;NA;NA;18;16;"AC";0;0;12
36;2025;"0-12";NA;NA;NA;NA;NA;18;23;"AC";0;0;12
37;2025;"0-12";NA;NA;NA;NA;NA;19;15;"AC";0;0;12
38;2025;"0-12";NA;NA;NA;NA;NA;18;20;"AC";0;0;12
39;2025;"0-12";NA;NA;NA;NA;NA;21;20;"AC";0;0;12
40;2025;"0-12";NA;NA;NA;NA;NA;22;22;"AC";0;0;12
41;2025;"0-12";NA;NA;NA;NA;NA;23;24;"AC";0;0;12
42;2025;"0-12";NA;NA;NA;NA;NA;18;22;"AC";0;0;12
43;2025;"0-12";NA;NA;NA;NA;NA;17;9;"AC";0;0;12
44;2025;"0-12";NA;NA;NA;NA;NA;16;21;"AC";0;0;12
45;2025;"0-12";NA;NA;NA;NA;NA;16;17;"AC";0;0;12
46;2025;"0-12";NA;NA;NA;NA;NA;14;11;"AC";0;0;12
47;2025;"0-12";NA;NA;NA;NA;NA;15;15;"AC";0;0;12
48;2025;"0-12";NA;NA;NA;NA;NA;20;19;"AC";0;0;12
49;2025;"0-12";NA;NA;NA;NA;NA;22;26;"AC";0;0;12
50;2025;"0-12";NA;NA;NA;NA;NA;25;22;"AC";0;0;12
51;2025;"0-12";NA;NA;NA;NA;NA;26;28;"AC";0;0;12
52;2025;"0-12";NA;NA;NA;NA;NA;28;27;"AC";0;0;12
53;2025;"0-12";NA;NA;NA;NA;NA;27;29;"AC";0;0;12
1;2026;"0-12";NA;NA;NA;NA;NA;29;25;"AC";0;0;12
2;2026;"0-12";NA;NA;NA;NA;NA;30;32;"AC";0;0;12
3;2026;"0-12";NA;NA;NA;NA;NA;30;33;"AC";0;0;12
4;2026;"0-12";NA;NA;NA;NA;NA;27;25;"AC";0;0;12
5;2026;"0-12";NA;NA;NA;NA;NA;25;24;"AC";0;0;12
6;2026;"0-12";NA;NA;NA;NA;NA;32;26;"AC";0;0;12
7;2026;"0-12";NA;NA;NA;NA;NA;32;47;"AC";0;0;12
8;2026;"0-12";NA;NA;NA;NA;NA;36;22;"AC";0;0;12
9;2026;"0-12";NA;NA;NA;NA;NA;32;38;"AC";0;0;12
10;2026;"0-12";NA;NA;NA;NA;NA;43;37;"AC";0;0;12
11;2026;"0-12";NA;NA;NA;NA;NA;39;53;"AC";0;0;12
12;2026;"0-12";NA;NA;NA;NA;NA;38;28;"AC";0;0;12
13;2026;"0-12";NA;NA;NA;NA;NA;32;33;"AC";0;0;12
14;2026;"0-12";34;35;34;34;34;36;34;"AC";0;0;12
15;2026;"0-12";40;42;40;41;40;39;40;"AC";0;0;12
16;2026;"0-12";44;47;43;45;43;42;44;"AC";0;0;12
17;2026;"0-12";43;47;41;44;42;40;44;"AC";0;0;12
18;2026;"0-12";32;41;27;35;30;41;27;"AC";0;0;12
19;2026;"0-12";47;76;29;55;41;NA;35;"AC";0;0;12
1;2022;"0-12";NA;NA;NA;NA;NA;NA;15;"AL";0,5;0;27
2;2022;"0-12";NA;NA;NA;NA;NA;9;4;"AL";0,5;0;27
3;2022;"0-12";NA;NA;NA;NA;NA;8;9;"AL";0,5;0;27
4;2022;"0-12";NA;NA;NA;NA;NA;10;12;"AL";0,5;0;27
5;2022;"0-12";NA;NA;NA;NA;NA;10;9;"AL";0,5;0;27
6;2022;"0-12";NA;NA;NA;NA;NA;9;10;"AL";0,5;0;27
7;2022;"0-12";NA;NA;NA;NA;NA;10;8;"AL";0,5;0;27
8;2022;"0-12";NA;NA;NA;NA;NA;12;12;"AL";0,5;0;27
9;2022;"0-12";NA;NA;NA;NA;NA;16;17;"AL";0,5;0;27
10;2022;"0-12";NA;NA;NA;NA;NA;19;20;"AL";0,5;0;27
11;2022;"0-12";NA;NA;NA;NA;NA;18;20;"AL";0,5;0;27
12;2022;"0-12";NA;NA;NA;NA;NA;15;15;"AL";0,5;0;27
13;2022;"0-12";NA;NA;NA;NA;NA;14;11;"AL";0,5;0;27
14;2022;"0-12";NA;NA;NA;NA;NA;17;16;"AL";0,5;0;27
15;2022;"0-12";NA;NA;NA;NA;NA;21;24;"AL";0,5;0;27
16;2022;"0-12";NA;NA;NA;NA;NA;25;22;"AL";0,5;0;27
17;2022;"0-12";NA;NA;NA;NA;NA;23;29;"AL";0,5;0;27
18;2022;"0-12";NA;NA;NA;NA;NA;25;17;"AL";0,5;0;27
19;2022;"0-12";NA;NA;NA;NA;NA;22;30;"AL";0,5;0;27
20;2022;"0-12";NA;NA;NA;NA;NA;25;19;"AL";0,5;0;27
21;2022;"0-12";NA;NA;NA;NA;NA;23;26;"AL";0,5;0;27
22;2022;"0-12";NA;NA;NA;NA;NA;22;25;"AL";0,5;0;27
23;2022;"0-12";NA;NA;NA;NA;NA;19;14;"AL";0,5;0;27
24;2022;"0-12";NA;NA;NA;NA;NA;19;19;"AL";0,5;0;27
25;2022;"0-12";NA;NA;NA;NA;NA;20;23;"AL";0,5;0;27
26;2022;"0-12";NA;NA;NA;NA;NA;17;18;"AL";0,5;0;27
27;2022;"0-12";NA;NA;NA;NA;NA;13;10;"AL";0,5;0;27
28;2022;"0-12";NA;NA;NA;NA;NA;12;10;"AL";0,5;0;27
29;2022;"0-12";NA;NA;NA;NA;NA;13;17;"AL";0,5;0;27
30;2022;"0-12";NA;NA;NA;NA;NA;15;11;"AL";0,5;0;27
31;2022;"0-12";NA;NA;NA;NA;NA;16;17;"AL";0,5;0;27
32;2022;"0-12";NA;NA;NA;NA;NA;16;19;"AL";0,5;0;27
33;2022;"0-12";NA;NA;NA;NA;NA;12;12;"AL";0,5;0;27
34;2022;"0-12";NA;NA;NA;NA;NA;8;6;"AL";0,5;0;27
35;2022;"0-12";NA;NA;NA;NA;NA;5;5;"AL";0,5;0;27
36;2022;"0-12";NA;NA;NA;NA;NA;6;5;"AL";0,5;0;27
37;2022;"0-12";NA;NA;NA;NA;NA;5;8;"AL";0,5;0;27
38;2022;"0-12";NA;NA;NA;NA;NA;6;3;"AL";0,5;0;27
39;2022;"0-12";NA;NA;NA;NA;NA;6;8;"AL";0,5;0;27
40;2022;"0-12";NA;NA;NA;NA;NA;9;7;"AL";0,5;0;27
41;2022;"0-12";NA;NA;NA;NA;NA;9;12;"AL";0,5;0;27
42;2022;"0-12";NA;NA;NA;NA;NA;9;7;"AL";0,5;0;27
43;2022;"0-12";NA;NA;NA;NA;NA;8;8;"AL";0,5;0;27
44;2022;"0-12";NA;NA;NA;NA;NA;7;9;"AL";0,5;0;27
45;2022;"0-12";NA;NA;NA;NA;NA;9;5;"AL";0,5;0;27
46;2022;"0-12";NA;NA;NA;NA;NA;8;12;"AL";0,5;0;27
47;2022;"0-12";NA;NA;NA;NA;NA;9;8;"AL";0,5;0;27
48;2022;"0-12";NA;NA;NA;NA;NA;8;7;"AL";0,5;0;27
49;2022;"0-12";NA;NA;NA;NA;NA;9;8;"AL";0,5;0;27
50;2022;"0-12";NA;NA;NA;NA;NA;9;12;"AL";0,5;0;27
51;2022;"0-12";NA;NA;NA;NA;NA;8;7;"AL";0,5;0;27
52;2022;"0-12";NA;NA;NA;NA;NA;6;6;"AL";0,5;0;27
1;2023;"0-12";NA;NA;NA;NA;NA;4;4;"AL";0,5;0;27
2;2023;"0-12";NA;NA;NA;NA;NA;3;2;"AL";0,5;0;27
3;2023;"0-12";NA;NA;NA;NA;NA;3;2;"AL";0,5;0;27
4;2023;"0-12";NA;NA;NA;NA;NA;5;4;"AL";0,5;0;27
5;2023;"0-12";NA;NA;NA;NA;NA;6;8;"AL";0,5;0;27
6;2023;"0-12";NA;NA;NA;NA;NA;8;6;"AL";0,5;0;27
7;2023;"0-12";NA;NA;NA;NA;NA;8;9;"AL";0,5;0;27
8;2023;"0-12";NA;NA;NA;NA;NA;6;8;"AL";0,5;0;27
9;2023;"0-12";NA;NA;NA;NA;NA;7;2;"AL";0,5;0;27
10;2023;"0-12";NA;NA;NA;NA;NA;7;10;"AL";0,5;0;27
11;2023;"0-12";NA;NA;NA;NA;NA;9;9;"AL";0,5;0;27
12;2023;"0-12";NA;NA;NA;NA;NA;7;9;"AL";0,5;0;27
13;2023;"0-12";NA;NA;NA;NA;NA;9;4;"AL";0,5;0;27
14;2023;"0-12";NA;NA;NA;NA;NA;10;13;"AL";0,5;0;27
15;2023;"0-12";NA;NA;NA;NA;NA;13;13;"AL";0,5;0;27
16;2023;"0-12";NA;NA;NA;NA;NA;13;13;"AL";0,5;0;27
17;2023;"0-12";NA;NA;NA;NA;NA;16;13;"AL";0,5;0;27
18;2023;"0-12";NA;NA;NA;NA;NA;21;23;"AL";0,5;0;27
19;2023;"0-12";NA;NA;NA;NA;NA;29;26;"AL";0,5;0;27
20;2023;"0-12";NA;NA;NA;NA;NA;32;39;"AL";0,5;0;27
21;2023;"0-12";NA;NA;NA;NA;NA;34;31;"AL";0,5;0;27
22;2023;"0-12";NA;NA;NA;NA;NA;29;32;"AL";0,5;0;27
23;2023;"0-12";NA;NA;NA;NA;NA;22;24;"AL";0,5;0;27
24;2023;"0-12";NA;NA;NA;NA;NA;15;9;"AL";0,5;0;27
25;2023;"0-12";NA;NA;NA;NA;NA;10;13;"AL";0,5;0;27
26;2023;"0-12";NA;NA;NA;NA;NA;9;9;"AL";0,5;0;27
27;2023;"0-12";NA;NA;NA;NA;NA;8;5;"AL";0,5;0;27
28;2023;"0-12";NA;NA;NA;NA;NA;7;11;"AL";0,5;0;27
29;2023;"0-12";NA;NA;NA;NA;NA;9;5;"AL";0,5;0;27
30;2023;"0-12";NA;NA;NA;NA;NA;7;11;"AL";0,5;0;27
31;2023;"0-12";NA;NA;NA;NA;NA;7;5;"AL";0,5;0;27
32;2023;"0-12";NA;NA;NA;NA;NA;5;4;"AL";0,5;0;27
33;2023;"0-12";NA;NA;NA;NA;NA;8;7;"AL";0,5;0;27
34;2023;"0-12";NA;NA;NA;NA;NA;11;12;"AL";0,5;0;27
35;2023;"0-12";NA;NA;NA;NA;NA;12;15;"AL";0,5;0;27
36;2023;"0-12";NA;NA;NA;NA;NA;9;9;"AL";0,5;0;27
37;2023;"0-12";NA;NA;NA;NA;NA;9;4;"AL";0,5;0;27
38;2023;"0-12";NA;NA;NA;NA;NA;9;13;"AL";0,5;0;27
39;2023;"0-12";NA;NA;NA;NA;NA;10;11;"AL";0,5;0;27
40;2023;"0-12";NA;NA;NA;NA;NA;8;6;"AL";0,5;0;27
41;2023;"0-12";NA;NA;NA;NA;NA;7;7;"AL";0,5;0;27
42;2023;"0-12";NA;NA;NA;NA;NA;8;7;"AL";0,5;0;27
43;2023;"0-12";NA;NA;NA;NA;NA;8;10;"AL";0,5;0;27
44;2023;"0-12";NA;NA;NA;NA;NA;7;8;"AL";0,5;0;27
45;2023;"0-12";NA;NA;NA;NA;NA;5;3;"AL";0,5;0;27
46;2023;"0-12";NA;NA;NA;NA;NA;4;4;"AL";0,5;0;27
47;2023;"0-12";NA;NA;NA;NA;NA;3;5;"AL";0,5;0;27
48;2023;"0-12";NA;NA;NA;NA;NA;3;1;"AL";0,5;0;27
49;2023;"0-12";NA;NA;NA;NA;NA;5;2;"AL";0,5;0;27
50;2023;"0-12";NA;NA;NA;NA;NA;5;11;"AL";0,5;0;27
51;2023;"0-12";NA;NA;NA;NA;NA;6;2;"AL";0,5;0;27
52;2023;"0-12";NA;NA;NA;NA;NA;5;4;"AL";0,5;0;27
1;2024;"0-12";NA;NA;NA;NA;NA;5;9;"AL";0,5;0;27
2;2024;"0-12";NA;NA;NA;NA;NA;4;3;"AL";0,5;0;27
3;2024;"0-12";NA;NA;NA;NA;NA;2;1;"AL";0,5;0;27
4;2024;"0-12";NA;NA;NA;NA;NA;2;3;"AL";0,5;0;27
5;2024;"0-12";NA;NA;NA;NA;NA;2;2;"AL";0,5;0;27
6;2024;"0-12";NA;NA;NA;NA;NA;2;1;"AL";0,5;0;27
7;2024;"0-12";NA;NA;NA;NA;NA;2;2;"AL";0,5;0;27
8;2024;"0-12";NA;NA;NA;NA;NA;6;3;"AL";0,5;0;27
9;2024;"0-12";NA;NA;NA;NA;NA;9;12;"AL";0,5;0;27
10;2024;"0-12";NA;NA;NA;NA;NA;12;12;"AL";0,5;0;27
11;2024;"0-12";NA;NA;NA;NA;NA;14;12;"AL";0,5;0;27
12;2024;"0-12";NA;NA;NA;NA;NA;13;17;"AL";0,5;0;27
13;2024;"0-12";NA;NA;NA;NA;NA;14;10;"AL";0,5;0;27
14;2024;"0-12";NA;NA;NA;NA;NA;13;15;"AL";0,5;0;27
15;2024;"0-12";NA;NA;NA;NA;NA;17;14;"AL";0,5;0;27
16;2024;"0-12";NA;NA;NA;NA;NA;22;21;"AL";0,5;0;27
